Position,Const,Created,Modified,Description,Name,Known For,Birth Date
232,nm0000463,2018-07-21,2018-08-08,7549 points,Famke Janssen,X-Men: The Last Stand,1964-11-05
233,nm0000133,2018-07-19,2020-12-12,7485 points,Geena Davis,Thelma & Louise,1956-01-21
234,nm1597316,2021-05-26,2021-05-26,7445 points,Adrianne Palicki,G.I. Joe: Retaliation,1983-05-06
235,nm0737533,2018-08-21,2018-08-23,7348 points,Elisabeth Röhm,American Hustle,1973-04-28
236,nm1092227,2018-08-22,2021-06-24,7252 points,Sienna Miller,G.I. Joe: The Rise of Cobra,1981-12-28
237,nm0000679,2018-07-23,2019-09-29,7228 points,Deborah Kara Unger,The Game,1966-05-12
238,nm0001584,2018-07-27,2018-08-04,7206 points,Miranda Otto,The Lord of the Rings: The Return of the King,1967-12-16
239,nm0311476,2018-08-05,2018-08-10,7180 points,Martina Gedeck,Das Leben der Anderen,1961-09-14
240,nm0362896,2018-08-03,2018-08-05,7158 points,Corinna Harfouch,Der Untergang,1954-10-16
241,nm0591352,2018-08-03,2018-08-05,7158 points,Birgit Minichmayr,Der Untergang,1977-04-03
242,nm1869101,2021-05-10,2021-05-10,7153 points,Ana de Armas,Blade Runner 2049,1988-04-30
243,nm0000420,2018-07-18,2018-08-02,7152 points,Valeria Golino,Rain Man,1965-10-22
244,nm0000613,2018-08-18,2018-08-24,7103 points,Joely Richardson,Nip/Tuck,1965-01-09
245,nm0000155,2018-07-17,2018-07-30,7072 points,Whoopi Goldberg,Ghost,1955-11-13
246,nm0000618,2018-07-18,2018-08-23,7031 points,Isabella Rossellini,Blue Velvet,1952-06-18
247,nm0001012,2018-07-15,2018-07-16,7016 points,Claudia Cardinale,C'era una volta il West,1938-04-15
248,nm0000666,2018-08-21,2020-09-30,6974 points,Lili Taylor,American Crime,1967-02-20
249,nm0067367,2018-08-18,2019-04-28,6911 points,Bérénice Bejo,The Artist,1976-07-07
250,nm0001693,2018-07-15,2018-07-15,6880 points,Eva Marie Saint,On the Waterfront,1924-07-04
251,nm0000030,2018-07-15,2018-07-15,6847 points,Audrey Hepburn,Breakfast at Tiffany's,1929-05-04
252,nm0645683,2018-08-03,2020-12-04,6828 points,Sophie Okonedo,Hotel Rwanda,1968-08-11
253,nm2736690,2021-05-25,2021-05-25,6776 points,Alicia von Rittberg,Fury,1993-12-10
254,nm0001435,2018-07-30,2018-08-24,6659 points,Lisa Kudrow,Friends,1963-07-30
255,nm1367246,2018-08-02,2018-08-02,6601 points,Kang Hye-jeong,Oldeuboi,1982-01-04
256,nm0000023,2018-07-14,2018-07-15,6585 points,Judy Garland,The Wizard of Oz,1922-06-10
257,nm0521443,2018-07-26,2018-08-20,6552 points,Susanne Lothar,Funny Games,1960-11-15
258,nm0378932,2018-08-05,2018-08-08,6534 points,Karoline Herfurth,Perfume: The Story of a Murderer,1984-05-22
259,nm0001684,2018-07-16,2018-07-16,6513 points,Katharine Ross,The Graduate,1940-01-29
260,nm0728812,2018-07-15,2018-07-15,6501 points,Thelma Ritter,Rear Window,1902-02-14
261,nm0267506,2018-08-02,2018-08-02,6459 points,Anna Faris,The House Bunny,1976-11-29
262,nm0000843,2018-07-16,2018-07-17,6353 points,Anne Bancroft,The Graduate,1931-09-17
263,nm1679669,2018-08-10,2018-08-23,6348 points,Rosemarie DeWitt,Rachel Getting Married,1971-10-26
264,nm0002104,2018-07-14,2018-07-14,6319 points,Paulette Goddard,The Ghost Breakers,1910-06-03
265,nm0000130,2018-07-17,2021-09-24,6317 points,Jamie Lee Curtis,Halloween,1958-11-22
266,nm0000162,2018-07-23,2018-08-02,6304 points,Anne Heche,Six Days Seven Nights,1969-05-25
267,nm0004802,2021-07-19,2021-07-19,6281 points,Linda Cardellini,Scooby-Doo,1975-06-25
268,nm0004754,2018-08-05,2018-08-21,6271 points,Jessica Biel,The Illusionist,1982-03-03
269,nm0005028,2018-07-31,2018-08-24,6211 points,Kate Hudson,Almost Famous,1979-04-19
270,nm0000157,2018-07-17,2018-07-17,6206 points,Linda Hamilton,Terminator 2: Judgment Day,1956-09-26
271,nm0000098,2018-08-03,2021-10-13,6188 points,Jennifer Aniston,Friends,1969-02-11
272,nm0001201,2018-07-16,2018-08-10,6175 points,Mia Farrow,Rosemary's Baby,1945-02-09
273,nm0000565,2018-07-30,2018-08-08,6167 points,Lena Olin,The Unbearable Lightness of Being,1955-03-22
274,nm0002039,2018-07-18,2019-01-25,6086 points,Ruby Dee,American Gangster,1922-10-27
275,nm0001527,2018-07-17,2021-07-20,6074 points,Elizabeth McGovern,Ordinary People,1961-07-18
276,nm0000046,2018-07-14,2018-07-15,6019 points,Vivien Leigh,A Streetcar Named Desire,1913-11-05
277,nm0001807,2018-08-18,2018-08-18,6000 points,Cicely Tyson,The Help,1924-12-19
278,nm1312575,2018-08-21,2018-08-21,6000 points,Olivia Wilde,Tron,1984-03-10
279,nm0001547,2018-07-14,2018-07-14,5972 points,Agnes Moorehead,"Hush...Hush, Sweet Charlotte",1900-12-06
280,nm0000427,2018-07-22,2018-07-24,5943 points,Pam Grier,Jackie Brown,1949-05-26
281,nm0001036,2018-07-15,2018-08-20,5930 points,Geraldine Chaplin,Hable con ella,1944-07-31
282,nm0001009,2018-07-17,2018-07-17,5917 points,Kate Capshaw,Indiana Jones and the Temple of Doom,1953-11-03
283,nm0005442,2018-08-03,2018-08-03,5910 points,Amy Smart,Rat Race,1976-03-26
284,nm0189887,2018-08-04,2018-08-22,5895 points,Marie-Josée Croze,Les invasions barbares,1970-02-23
285,nm0000132,2018-07-20,2018-08-02,5842 points,Claire Danes,My So-Called Life,1979-04-12
286,nm0000335,2018-07-18,2021-07-20,5824 points,Glenn Close,Fatal Attraction,1947-03-19
287,nm0000932,2018-07-20,2018-08-20,5779 points,Halle Berry,Catwoman,1966-08-14
288,nm0001656,2018-07-15,2018-07-15,5760 points,Donna Reed,It's a Wonderful Life,1921-01-27
289,nm0000106,2018-07-17,2018-08-02,5758 points,Drew Barrymore,Never Been Kissed,1975-02-22
290,nm1404488,2018-08-16,2018-08-18,5704 points,AJ Michalka,Super 8,1991-04-10
291,nm0957909,2018-08-15,2018-08-15,5694 points,Ayelet Zurer,Man of Steel,1969-06-28
292,nm0000300,2018-07-20,2018-08-06,5685 points,Juliette Binoche,The English Patient,1964-03-09
293,nm0782561,2018-07-18,2018-08-07,5573 points,Emmanuelle Seigner,Bitter Moon,1966-06-22
294,nm0940362,2018-08-19,2021-07-12,5425 points,Shailene Woodley,Big Little Lies,1991-11-15
295,nm1385871,2018-08-06,2018-08-24,5419 points,Olga Kurylenko,Quantum of Solace,1979-11-14
296,nm0001347,2018-07-17,2021-04-17,5277 points,Barbara Hershey,Black Swan,1948-02-05
297,nm0005392,2018-08-07,2018-08-07,5230 points,Keri Russell,Waitress,1976-03-23
298,nm2377903,2019-04-21,2019-04-21,5216 points,Lucy Boynton,Sing Street,1994-01-17
299,nm0000322,2021-07-14,2021-07-14,5203 points,Emmanuelle Béart,8 femmes,1963-08-14
300,nm0200848,2021-07-14,2021-07-14,5203 points,Ingeborga Dapkunaite,Seven Years in Tibet,1963-01-20
301,nm0001571,2018-07-15,2018-07-15,5156 points,Kim Novak,Vertigo,1933-02-13
302,nm0000895,2018-07-15,2018-07-15,5156 points,Barbara Bel Geddes,Vertigo,1922-10-31
303,nm0000014,2018-07-14,2018-07-14,5127 points,Olivia de Havilland,The Heiress,1916-07-01
304,nm3199307,2021-05-28,2021-05-28,5117 points,Ruby Rose,Orange Is the New Black,1986-03-20
305,nm0314358,2021-05-28,2021-05-28,5117 points,Claudia Gerini,The Passion of the Christ,1971-12-18
306,nm0000349,2018-08-02,2020-01-24,5068 points,Joan Cusack,In & Out,1962-10-11
307,nm0000208,2019-05-14,2019-05-14,5045 points,Molly Ringwald,Sixteen Candles,1968-02-18
308,nm0000639,2019-05-14,2019-05-14,5045 points,Ally Sheedy,The Breakfast Club,1962-06-13
309,nm2794962,2018-08-17,2018-08-21,5022 points,Hailee Steinfeld,True Grit,1996-12-11
310,nm0845209,2018-08-03,2018-08-03,4962 points,Aitana Sánchez-Gijón,The Machinist,1968-11-05
311,nm0428065,2018-08-22,2018-08-22,4915 points,Felicity Jones,Rogue One,1983-10-17
312,nm0204706,2018-08-02,2019-04-17,4895 points,Hope Davis,American Splendor,1964-03-23
313,nm0001114,2018-07-19,2019-08-15,4890 points,Judy Davis,Husbands and Wives,1955-04-23
314,nm0000161,2018-07-21,2018-08-07,4872 points,Salma Hayek,Frida,1966-09-02
315,nm0001512,2018-07-18,2019-04-19,4849 points,Mary Elizabeth Mastrantonio,The Abyss,1958-11-17
316,nm0001448,2018-07-17,2018-08-04,4791 points,Jessica Lange,Tootsie,1949-04-20
317,nm0000178,2018-07-31,2018-12-30,4783 points,Diane Lane,Unfaithful,1965-01-22
318,nm0001839,2018-07-17,2018-07-17,4779 points,Tuesday Weld,Once Upon a Time in America,1943-08-27
319,nm0000572,2018-07-20,2018-07-22,4757 points,Sarah Jessica Parker,Sex and the City,1965-03-25
320,nm0000414,2018-07-16,2018-07-17,4738 points,Teri Garr,Close Encounters of the Third Kind,1947-12-11
321,nm0000304,2018-07-16,2018-07-16,4713 points,Linda Blair,The Exorcist,1959-01-22
322,nm1950086,2018-08-19,2018-08-24,4656 points,Greta Gerwig,Lady Bird,1983-08-04
323,nm3034977,2018-08-24,2018-08-24,4613 points,Samara Weaving,Ready or Not,1992-02-23
324,nm0001788,2018-07-15,2018-07-19,4568 points,Jessica Tandy,Driving Miss Daisy,1909-06-07
325,nm0381342,2018-08-08,2018-08-22,4546 points,Hannah Herzsprung,The Reader,1981-09-07
326,nm0000223,2018-07-17,2021-05-15,4535 points,Elisabeth Shue,Leaving Las Vegas,1963-10-06
327,nm0749104,2018-08-03,2021-05-26,4452 points,Belén Rueda,El orfanato,1965-03-16
328,nm0005031,2018-07-30,2018-07-30,4441 points,Felicity Huffman,Transamerica,1962-12-09
329,nm2163344,2018-08-21,2018-08-21,4423 points,Ko Asung,Snowpiercer,1992-08-10
330,nm0240318,2018-08-02,2018-08-06,4387 points,Lola Dueñas,Mar adentro,1971-10-06
331,nm0044073,2018-08-17,2018-08-17,4342 points,Lubna Azabal,Incendies,1973-08-15
332,nm0000289,2018-08-06,2019-04-14,4324 points,Ellen Barkin,The Fan,1954-04-16
333,nm0935541,2019-09-24,2019-09-24,4310 points,Mary Elizabeth Winstead,10 Cloverfield Lane,1984-11-28
334,nm1443740,2018-08-16,2021-05-08,4306 points,Zoe Kazan,Ruby Sparks,1983-09-09
335,nm0001631,2018-07-31,2018-08-15,4305 points,Sarah Polley,Dawn of the Dead,1979-01-08
336,nm0000659,2018-08-03,2018-08-18,4293 points,Barbra Streisand,Funny Girl,1942-04-24
337,nm0640323,2018-08-01,2018-08-01,4270 points,Frances O'Connor,A.I. Artificial Intelligence,1967-06-12
338,nm0227039,2018-07-16,2020-12-23,4244 points,Melinda Dillon,Magnolia,1939-10-13
339,nm0000291,2018-07-19,2021-05-01,4236 points,Angela Bassett,Black Panther,1958-08-16
340,nm0001041,2018-07-31,2018-08-01,4162 points,Maggie Cheung,Fa yeung nin wah,1964-09-20
341,nm0001767,2018-07-20,2018-08-22,4134 points,Imelda Staunton,Harry Potter and the Order of the Phoenix,1956-01-09
342,nm0477810,2018-08-03,2018-08-03,4108 points,Juliane Köhler,Der Untergang,1965-08-06
343,nm0000956,2018-07-18,2018-07-26,4077 points,Lisa Bonet,Angel Heart,1967-11-16
344,nm0710658,2018-08-20,2018-08-20,4060 points,Alexandra Rapaport,Gåsmamman,1971-12-26
345,nm0001404,2018-07-16,2020-12-30,4002 points,Madeline Kahn,Paper Moon,1942-09-29
346,nm0000593,2018-07-21,2018-08-07,3982 points,Kelly Preston,Battlefield Earth,1962-10-13
347,nm0798971,2021-05-15,2021-05-15,3981 points,Sarah Silverman,Wreck-It Ralph,1970-12-01
348,nm0000002,2018-07-15,2018-08-02,3964 points,Lauren Bacall,To Have and Have Not,1924-09-16
349,nm0001666,2018-07-15,2021-07-17,3964 points,Debbie Reynolds,Singin' in the Rain,1932-04-01
350,nm0000267,2018-07-15,2018-07-15,3962 points,Julie Andrews,The Sound of Music,1935-10-01
351,nm0267042,2018-08-08,2018-08-24,3932 points,Golshifteh Farahani,Paterson,1983-07-10
352,nm0002106,2018-07-16,2018-07-16,3925 points,Ruth Gordon,Rosemary's Baby,1896-10-30
353,nm0000931,2018-07-17,2018-07-17,3902 points,Elizabeth Berridge,Amadeus,1962-05-02
354,nm4456120,2021-11-26,2021-11-26,3898 points,Elizabeth Debicki,The Great Gatsby,1990-08-24
355,nm0000017,2018-07-15,2018-07-15,3842 points,Marlene Dietrich,Witness for the Prosecution,1901-12-27
356,nm5637553,2020-12-25,2020-12-25,3829 points,Laura Harrier,Spider-Man: Homecoming,1990-03-28
357,nm0221046,2018-08-08,2018-08-08,3824 points,Zooey Deschanel,New Girl,1980-01-17
358,nm0004647,2018-07-23,2018-07-23,3808 points,Carroll Baker,Baby Doll,1931-05-28
359,nm1128572,2018-08-10,2018-08-19,3780 points,Lake Bell,In a World...,1979-03-24
360,nm0000054,2018-07-15,2018-07-15,3774 points,Marilyn Monroe,Some Like It Hot,1926-06-01
361,nm0000761,2018-07-15,2020-04-23,3753 points,Bibi Andersson,Persona,1935-11-11
362,nm0098378,2018-08-09,2018-08-22,3720 points,Kate Bosworth,21,1983-01-02
363,nm1011070,2018-08-16,2018-08-20,3683 points,Marta Etura,Ofrenda a la tormenta,1978-10-28
364,nm0001491,2018-07-20,2021-09-13,3660 points,Melanie Lynskey,Togetherness,1977-05-16
365,nm0001020,2018-07-22,2021-05-25,3634 points,Katrin Cartlidge,Breaking the Waves,1961-05-15
366,nm0000298,2018-07-17,2021-05-16,3608 points,Candice Bergen,Miss Congeniality,1946-05-09
367,nm3114649,2018-08-23,2018-08-24,3598 points,Charlotte Le Bon,Anthropoid,1986-09-04
368,nm9681752,2021-09-08,2021-09-08,3590 points,Julia Fox,Uncut Gems,
369,nm0579953,2021-09-08,2021-09-08,3590 points,Idina Menzel,Frozen,1971-05-30
370,nm0005009,2018-08-01,2018-08-01,3583 points,Laura Harring,Mulholland Dr.,1964-03-03
371,nm0748973,2018-08-17,2018-08-19,3573 points,Maya Rudolph,Bridesmaids,1972-07-27
372,nm0000326,2018-08-17,2021-08-18,3556 points,Kim Cattrall,Sex and the City 2,1956-08-21
373,nm0647634,2018-08-20,2018-08-24,3524 points,Elizabeth Olsen,Martha Marcy May Marlene,1989-02-16
374,nm0000675,2018-07-20,2019-12-18,3496 points,Jeanne Tripplehorn,Basic Instinct,1963-06-10
375,nm0252238,2018-08-17,2018-08-22,3475 points,Carmen Ejogo,Selma,1973-10-22
376,nm0001375,2018-07-15,2018-07-16,3439 points,Kim Hunter,A Streetcar Named Desire,1922-11-12
377,nm0000534,2018-07-17,2018-07-18,3411 points,Kelly McGillis,Witness,1957-07-09
378,nm0002663,2018-07-18,2021-03-04,3393 points,Diane Ladd,Wild at Heart,1935-11-29
379,nm0002114,2018-07-17,2019-10-19,3384 points,Kim Greist,Brazil,1958-05-12
380,nm2358540,2021-05-23,2021-05-23,3377 points,Natalie Martinez,Death Race,1984-07-12
381,nm0368689,2018-08-19,2018-08-19,3357 points,Leila Hatami,Jodaeiye Nader az Simin,1972-10-01
382,nm0000515,2018-08-03,2018-08-23,3338 points,Virginia Madsen,Sideways,1961-09-11
383,nm0046277,2018-08-20,2018-08-20,3315 points,Bae Doona,Cloud Atlas,1979-10-11
384,nm0955782,2018-08-20,2018-08-20,3315 points,Xun Zhou,Li Mi De Cai Xiang,1974-10-18
385,nm0001573,2019-01-28,2019-01-28,3283 points,Catherine O'Hara,Best in Show,1954-03-04
386,nm3043279,2018-08-19,2018-08-22,3275 points,Vicky Krieps,Phantom Thread,1983-10-04
387,nm0000084,2018-08-04,2021-10-13,3222 points,Gong Li,Man cheng jin dai huang jin jia,1965-12-31
388,nm0005261,2018-07-30,2018-08-02,3216 points,Brittany Murphy,Just Married,1977-11-10
389,nm0384908,2018-07-16,2018-07-17,3215 points,Wendy Hiller,Murder on the Orient Express,1912-08-15
390,nm1875238,2021-05-21,2021-05-21,3214 points,Jessica Barden,Hanna,1992-07-21
391,nm0001605,2018-08-02,2018-08-04,3196 points,Amanda Peet,2012,1972-01-11
392,nm0000031,2018-07-14,2018-07-16,3190 points,Katharine Hepburn,The Lion in Winter,1907-05-12
393,nm3512758,2020-03-16,2020-03-16,3189 points,Sarah Snook,Predestination,1987-12-01
394,nm0001859,2018-07-15,2018-07-16,3166 points,Shelley Winters,The Poseidon Adventure,1920-08-18
395,nm0000207,2018-07-24,2018-08-02,3163 points,Christina Ricci,Buffalo '66,1980-02-12
396,nm0000678,2018-07-17,2018-07-30,3131 points,Kathleen Turner,Romancing the Stone,1954-06-19
397,nm2605345,2018-08-08,2018-08-08,3128 points,Gemma Arterton,Prince of Persia: The Sands of Time,1986-02-02
398,nm0001335,2018-07-15,2018-10-14,3117 points,Tippi Hedren,The Birds,1930-01-19
399,nm0841797,2018-07-15,2018-07-15,3091 points,Gloria Swanson,Sunset Blvd.,1899-03-27
400,nm0126284,2019-12-29,2019-12-29,3075 points,Rose Byrne,Spy,1979-07-24
401,nm0623658,2018-07-15,2018-07-15,3065 points,Patricia Neal,Hud,1926-01-20
402,nm1271759,2018-08-05,2018-08-05,3050 points,Sara Forestier,Le nom des gens,1986-10-04
403,nm0000737,2018-07-16,2018-07-17,3040 points,Jane Alexander,Kramer vs. Kramer,1939-10-28
404,nm0245988,2018-07-27,2018-08-22,3011 points,Trine Dyrholm,Dronningen,1972-04-15
405,nm0375609,2018-07-14,2021-04-13,2963 points,Brigitte Helm,Metropolis,1906-03-17
406,nm0176882,2018-08-02,2018-08-02,2937 points,A.J. Cook,Final Destination 2,1978-07-22
407,nm0001461,2018-07-31,2018-07-31,2907 points,Virginie Ledoyen,8 femmes,1976-11-15
408,nm0000330,2018-07-17,2018-07-21,2895 points,Stockard Channing,Practical Magic,1944-02-13
409,nm0544334,2018-08-22,2018-08-22,2887 points,Lesley Manville,Phantom Thread,1956-03-12
410,nm0000205,2018-08-24,2021-01-06,2881 points,Parker Posey,Scream 3,1968-11-08
411,nm0001453,2018-07-15,2018-07-16,2865 points,Piper Laurie,The Hustler,1932-01-22
412,nm0000542,2018-07-20,2018-07-20,2839 points,Penelope Ann Miller,The Relic,1964-01-13
413,nm0001049,2018-08-19,2018-08-19,2839 points,Jill Clayburgh,Bridesmaids,1944-04-30
414,nm0000378,2018-07-21,2018-07-21,2800 points,Minnie Driver,Circle of Friends,1970-01-31
415,nm7340546,2020-03-09,2021-05-25,2797 points,Eliza Scanlen,Little Women,1999-01-06
416,nm0005253,2018-08-24,2018-08-24,2774 points,Elisabeth Moss,The Invisible Man,1982-07-24
417,nm0728938,2018-08-20,2021-07-14,2756 points,Emmanuelle Riva,Hiroshima mon amour,1927-02-24
418,nm0914455,2018-08-02,2018-08-06,2712 points,Leonor Watling,The Oxford Murders,1975-07-28
419,nm0940946,2018-07-20,2018-07-20,2710 points,Joanne Woodward,"Rachel, Rachel",1930-02-27
420,nm0001482,2018-07-22,2018-07-30,2698 points,Courtney Love,The People vs. Larry Flynt,1964-07-09
421,nm0000366,2018-07-15,2018-07-31,2672 points,Catherine Deneuve,Belle de jour,1943-10-22
422,nm1720028,2018-08-23,2018-08-23,2661 points,Amber Heard,Aquaman,1986-04-22
423,nm0000733,2018-07-15,2018-07-15,2656 points,Anouk Aimée,8½,1932-04-27
424,nm0353546,2020-08-19,2020-08-19,2641 points,Julie Hagerty,Freddy Got Fingered,1955-06-15
425,nm0897845,2018-08-15,2018-08-15,2629 points,Soledad Villamil,El secreto de sus ojos,1969-06-19
426,nm0116254,2018-08-04,2018-08-04,2615 points,Valeria Bruni Tedeschi,Il est plus facile pour un chameau...,1964-11-16
427,nm0000624,2018-07-18,2018-07-18,2555 points,Laura San Giacomo,"Sex, Lies, and Videotape",1962-11-14
428,nm0000096,2018-08-06,2018-08-06,2511 points,Gillian Anderson,The X Files,1968-08-09
429,nm0005203,2018-08-01,2018-08-01,2506 points,Mary McCormack,Deep Impact,1969-02-08
430,nm0359652,2018-08-06,2018-08-07,2461 points,Marina Hands,Lady Chatterley,1975-01-10
431,nm0905676,2021-05-26,2021-05-26,2460 points,Ana Wagener,Biutiful,
432,nm1036659,2021-05-26,2021-05-26,2460 points,Bárbara Lennie,Magical Girl,1984-04-20
433,nm0000012,2018-07-15,2018-07-15,2457 points,Bette Davis,All About Eve,1908-04-05
434,nm0885098,2018-07-15,2018-07-15,2455 points,Alida Valli,The Third Man,1921-05-31
435,nm0000404,2018-08-21,2018-08-23,2440 points,Jane Fonda,Klute,1937-12-21
436,nm0000879,2018-07-15,2018-07-15,2440 points,Anne Baxter,All About Eve,1923-05-07
437,nm0000072,2018-07-15,2019-10-27,2436 points,Elizabeth Taylor,Who's Afraid of Virginia Woolf?,1932-02-27
438,nm0000272,2018-08-06,2019-04-10,2426 points,Fanny Ardant,8 femmes,1949-03-22
439,nm0942863,2018-07-14,2018-08-03,2415 points,Teresa Wright,Shadow of a Doubt,1918-10-27
440,nm0001713,2018-07-21,2018-07-21,2409 points,Izabella Scorupco,GoldenEye,1970-06-04
441,nm0272581,2018-08-24,2018-08-24,2388 points,Rebecca Ferguson,The Greatest Showman,1983-10-19
442,nm0000556,2018-07-17,2018-07-17,2368 points,Olivia Newton-John,Grease,1948-09-26
443,nm0000781,2018-07-17,2018-07-17,2368 points,Eve Arden,Our Miss Brooks,1908-04-30
444,nm0000951,2018-07-17,2018-07-17,2368 points,Joan Blondell,Grease,1906-08-30
445,nm0175931,2018-08-07,2018-08-24,2333 points,Anne Consigny,Elle,1963-05-25
446,nm0001711,2018-07-24,2018-07-27,2331 points,Annabella Sciorra,The Hand That Rocks the Cradle,1960-03-29
447,nm0796662,2018-07-22,2018-07-22,2326 points,Sylvia Sidney,Beetle Juice,1910-08-08
448,nm0001797,2018-07-20,2018-07-20,2325 points,Rachel Ticotin,Total Recall,1958-11-01
449,nm0206257,2018-08-17,2018-08-17,2287 points,Rosario Dawson,Rent,1979-05-09
450,nm0142972,2018-12-18,2018-12-18,2283 points,Amira Casar,Call Me by Your Name,1971-05-01
451,nm0000884,2018-08-17,2018-08-17,2280 points,Jennifer Beals,Flashdance,1963-12-19
452,nm0892299,2018-08-07,2018-08-07,2273 points,Manuela Velasco,[Rec],1975-10-23
453,nm0000612,2018-07-29,2018-07-30,2257 points,Denise Richards,The World Is Not Enough,1971-02-17
454,nm0000081,2018-07-15,2018-07-15,2256 points,Natalie Wood,Rebel Without a Cause,1938-07-20
455,nm0000262,2018-07-17,2018-07-18,2255 points,Nancy Allen,Dressed to Kill,1950-06-24
456,nm0000724,2018-07-17,2020-09-01,2246 points,Brooke Adams,Invasion of the Body Snatchers,1949-02-08
457,nm0765911,2018-08-02,2018-08-02,2214 points,Katrin Saß,Good Bye Lenin!,1956-10-23
458,nm0000613,2021-09-08,2021-09-08,2205 points,Joely Richardson,Nip/Tuck,1965-01-09
459,nm0720671,2021-09-08,2021-09-08,2205 points,Thekla Reuten,In Bruges,1975-09-16
460,nm0000486,2018-09-25,2018-09-25,2197 points,Heather Langenkamp,A Nightmare on Elm Street,1964-07-17
461,nm0086867,2018-09-25,2018-09-25,2197 points,Ronee Blakley,Nashville,1945-08-24
462,nm0515116,2018-08-20,2018-08-24,2179 points,Blake Lively,Gossip Girl,1987-08-25
463,nm0001766,2018-07-14,2018-07-14,2166 points,Barbara Stanwyck,Double Indemnity,1907-07-16
464,nm0006471,2018-07-14,2018-07-15,2149 points,Elsa Lanchester,Witness for the Prosecution,1902-10-28
